SKU,Product_Name,Category,Purchase_Price,Selling_Price,Avg_Price,Stock_Qty
SKU-786,Strengthening Shampoo,Haircare,223.72,373.88,298.80,132
SKU-787,Full Coverage Foundation,Cosmetics,44.65,63.11,53.88,773
SKU-788,Sunscreen SPF50,Skincare,281.71,360.17,320.94,87
SKU-789,Revitalizing Hair Serum,Haircare,108.42,185.65,147.04,313
SKU-790,Volumizing Mascara,Cosmetics,288.99,442.45,365.72,746
SKU-791,Wireless Mouse,Electronics,345.31,387.04,366.18,330
SKU-792,Argan Oil Conditioner,Haircare,480.87,798.37,639.62,58
SKU-793,Heat Protectant Spray,Haircare,111.71,124.91,118.31,806
SKU-794,Night Repair Serum,Skincare,24.96,39.94,32.45,443
SKU-795,LED 24-inch Monitor,Electronics,408.10,478.49,443.30,527
SKU-796,Matte Liquid Lipstick,Cosmetics,341.55,558.25,449.90,488
SKU-797,Fresh Milk,Food,200.09,331.27,265.68,938
SKU-798,Heat Protectant Spray,Haircare,410.38,506.69,458.54,805
SKU-799,Night Repair Serum,Skincare,220.88,284.82,252.85,303
SKU-800,Volumizing Mascara,Cosmetics,450.41,779.29,614.85,325
SKU-801,Wireless Mouse,Electronics,327.18,437.70,382.44,329
SKU-802,Full Coverage Foundation,Cosmetics,73.63,120.78,97.20,231
SKU-803,Whole Wheat Bread,Food,478.16,839.80,658.98,404
SKU-804,Basmati Rice,Food,106.12,175.01,140.56,309
SKU-805,Dry Shampoo,Haircare,142.57,158.40,150.49,697
SKU-806,Organic Apple,Food,30.96,55.29,43.12,543
SKU-807,Full Coverage Foundation,Cosmetics,192.93,234.34,213.64,995
SKU-808,Heat Protectant Spray,Haircare,100.10,116.76,108.43,10
SKU-809,Basmati Rice,Food,120.87,202.65,161.76,832
SKU-810,Volumizing Mascara,Cosmetics,89.36,142.04,115.70,987
SKU-811,Wireless Mouse,Electronics,398.45,502.72,450.58,108
SKU-812,Full Coverage Foundation,Cosmetics,152.19,178.75,165.47,960
SKU-813,Waterproof Eyeliner,Cosmetics,242.13,373.16,307.64,136
SKU-814,Portable Power Bank,Electronics,262.24,431.80,347.02,934
SKU-815,Volumizing Mascara,Cosmetics,117.57,177.51,147.54,661
SKU-816,Strengthening Shampoo,Haircare,347.36,404.31,375.84,382
SKU-817,Gentle Face Cleanser,Skincare,203.72,284.32,244.02,332
SKU-818,Sunscreen SPF50,Skincare,360.85,556.53,458.69,657
SKU-819,Night Repair Serum,Skincare,485.51,872.87,679.19,613
SKU-820,Alcohol-Free Toner,Skincare,302.90,379.54,341.22,837
SKU-821,Strengthening Shampoo,Haircare,349.97,602.62,476.30,317
SKU-822,Gentle Face Cleanser,Skincare,173.58,225.88,199.73,676
SKU-823,Sunscreen SPF50,Skincare,41.19,53.26,47.22,279
SKU-824,Revitalizing Hair Serum,Haircare,203.26,340.79,272.02,204
SKU-825,LED 24-inch Monitor,Electronics,11.92,19.36,15.64,569
SKU-826,Matte Liquid Lipstick,Cosmetics,92.32,137.70,115.01,636
SKU-827,Argan Oil Conditioner,Haircare,134.84,182.63,158.74,294
SKU-828,Heat Protectant Spray,Haircare,317.35,380.54,348.95,326
SKU-829,Blush Palette,Cosmetics,429.28,594.11,511.70,813
SKU-830,Volumizing Mascara,Cosmetics,34.32,46.30,40.31,255
SKU-831,Organic Apple,Food,181.08,270.29,225.68,646
SKU-832,Gentle Face Cleanser,Skincare,35.90,40.36,38.13,562
SKU-833,Whole Wheat Bread,Food,211.74,300.13,255.94,348
SKU-834,Portable Power Bank,Electronics,21.72,25.58,23.65,11
SKU-835,Dry Shampoo,Haircare,41.15,49.98,45.56,822
SKU-836,Strengthening Shampoo,Haircare,473.69,724.70,599.20,349
SKU-837,Fresh Milk,Food,390.79,489.03,439.91,798
SKU-838,Whole Wheat Bread,Food,413.94,601.03,507.48,918
SKU-839,Blush Palette,Cosmetics,175.16,285.20,230.18,614
SKU-840,Volumizing Mascara,Cosmetics,371.59,437.22,404.40,701
SKU-841,Hydrating Moisturizer,Skincare,72.43,100.16,86.30,47
SKU-842,Full Coverage Foundation,Cosmetics,440.74,641.06,540.90,196
SKU-843,Whole Wheat Bread,Food,333.30,585.04,459.17,459
SKU-844,Night Repair Serum,Skincare,16.01,19.19,17.60,479
SKU-845,LED 24-inch Monitor,Electronics,498.67,558.22,528.45,153
SKU-846,Strengthening Shampoo,Haircare,193.58,345.43,269.50,756
SKU-847,Full Coverage Foundation,Cosmetics,364.10,562.53,463.32,687
SKU-848,Sunscreen SPF50,Skincare,65.64,111.54,88.59,518
SKU-849,Portable Power Bank,Electronics,169.61,267.17,218.39,888
SKU-850,Volumizing Mascara,Cosmetics,89.66,129.11,109.38,173
SKU-851,Strengthening Shampoo,Haircare,464.67,775.36,620.02,342
SKU-852,Gentle Face Cleanser,Skincare,86.65,148.15,117.40,687
SKU-853,Whole Wheat Bread,Food,413.93,717.95,565.94,313
SKU-854,Blush Palette,Cosmetics,220.30,254.03,237.17,335
SKU-855,Dry Shampoo,Haircare,388.31,530.85,459.58,843
SKU-856,Organic Apple,Food,15.87,26.55,21.21,360
SKU-857,Bluetooth Speaker,Electronics,358.78,575.67,467.22,657
SKU-858,Sunscreen SPF50,Skincare,142.12,206.09,174.10,827
SKU-859,Basmati Rice,Food,348.72,491.27,420.00,531
SKU-860,Extra Virgin Olive Oil,Food,183.66,263.89,223.77,601
SKU-861,Organic Apple,Food,498.45,781.90,640.17,122
SKU-862,Fresh Milk,Food,58.57,85.16,71.86,728
SKU-863,USB-C Charging Cable,Electronics,364.88,537.29,451.08,170
SKU-864,Night Repair Serum,Skincare,247.05,299.74,273.40,764
SKU-865,Volumizing Mascara,Cosmetics,32.07,43.05,37.56,714
SKU-866,Hydrating Moisturizer,Skincare,217.05,258.47,237.76,717
SKU-867,Argan Oil Conditioner,Haircare,24.57,41.22,32.89,642
SKU-868,USB-C Charging Cable,Electronics,350.49,627.78,489.14,586
SKU-869,Basmati Rice,Food,195.65,244.62,220.14,637
SKU-870,Alcohol-Free Toner,Skincare,76.55,134.49,105.52,338
SKU-871,Hydrating Moisturizer,Skincare,32.74,41.45,37.10,117
SKU-872,Gentle Face Cleanser,Skincare,261.01,387.05,324.03,547
SKU-873,Sunscreen SPF50,Skincare,198.88,317.76,258.32,403
SKU-874,Night Repair Serum,Skincare,112.07,166.97,139.52,196
SKU-875,Extra Virgin Olive Oil,Food,434.09,482.96,458.52,635
SKU-876,Matte Liquid Lipstick,Cosmetics,87.42,128.29,107.85,311
SKU-877,Bluetooth Speaker,Electronics,482.71,867.05,674.88,633
SKU-878,USB-C Charging Cable,Electronics,99.57,125.84,112.70,84
SKU-879,Basmati Rice,Food,179.76,285.78,232.77,21
SKU-880,Alcohol-Free Toner,Skincare,412.32,631.42,521.87,65
SKU-881,Hydrating Moisturizer,Skincare,352.20,404.99,378.60,324
SKU-882,Gentle Face Cleanser,Skincare,126.17,142.73,134.45,364
SKU-883,Whole Wheat Bread,Food,238.15,320.85,279.50,610
SKU-884,Portable Power Bank,Electronics,141.05,240.85,190.95,245
SKU-885,LED 24-inch Monitor,Electronics,243.07,277.73,260.40,905
SKU-886,Organic Apple,Food,10.52,12.81,11.66,7
SKU-887,Gentle Face Cleanser,Skincare,150.15,214.71,182.43,73
SKU-888,Heat Protectant Spray,Haircare,116.56,170.96,143.76,910
SKU-889,Night Repair Serum,Skincare,387.98,511.36,449.67,230
SKU-890,Alcohol-Free Toner,Skincare,245.48,394.76,320.12,989
SKU-891,Hydrating Moisturizer,Skincare,490.91,679.52,585.22,589
SKU-892,Bluetooth Speaker,Electronics,331.64,425.16,378.40,711
SKU-893,Sunscreen SPF50,Skincare,435.80,579.15,507.48,997
SKU-894,Revitalizing Hair Serum,Haircare,38.08,64.59,51.34,674
SKU-895,LED 24-inch Monitor,Electronics,184.40,261.15,222.77,815
SKU-896,Wireless Mouse,Electronics,319.77,356.15,337.96,569
SKU-897,Gentle Face Cleanser,Skincare,363.98,401.62,382.80,553
SKU-898,Heat Protectant Spray,Haircare,218.91,260.94,239.92,965
SKU-899,Portable Power Bank,Electronics,424.93,595.32,510.12,955
SKU-900,Alcohol-Free Toner,Skincare,469.79,649.60,559.70,775
SKU-901,Hydrating Moisturizer,Skincare,164.71,253.96,209.34,251
SKU-902,Fresh Milk,Food,166.41,216.09,191.25,631
SKU-903,Whole Wheat Bread,Food,292.17,418.34,355.26,610
SKU-904,Portable Power Bank,Electronics,242.35,310.32,276.33,546
SKU-905,Extra Virgin Olive Oil,Food,33.18,49.42,41.30,374
SKU-906,Matte Liquid Lipstick,Cosmetics,145.72,231.62,188.67,498
SKU-907,Gentle Face Cleanser,Skincare,343.09,402.93,373.01,633
SKU-908,USB-C Charging Cable,Electronics,481.50,734.10,607.80,911
SKU-909,Night Repair Serum,Skincare,386.38,595.22,490.80,637
SKU-910,Alcohol-Free Toner,Skincare,248.25,377.62,312.94,313
SKU-911,Hydrating Moisturizer,Skincare,150.31,236.93,193.62,293
SKU-912,Gentle Face Cleanser,Skincare,47.31,79.48,63.40,124
SKU-913,USB-C Charging Cable,Electronics,121.58,184.62,153.10,419
SKU-914,Revitalizing Hair Serum,Haircare,136.92,176.28,156.60,140
SKU-915,LED 24-inch Monitor,Electronics,482.32,823.25,652.78,957
SKU-916,Hydrating Moisturizer,Skincare,119.37,204.19,161.78,238
SKU-917,Argan Oil Conditioner,Haircare,342.39,380.39,361.39,688
SKU-918,Heat Protectant Spray,Haircare,295.46,334.07,314.76,320
SKU-919,Revitalizing Hair Serum,Haircare,459.22,773.12,616.17,565
SKU-920,Volumizing Mascara,Cosmetics,173.95,261.51,217.73,303
SKU-921,Wireless Mouse,Electronics,158.68,237.59,198.14,157
SKU-922,Argan Oil Conditioner,Haircare,225.37,311.23,268.30,750
SKU-923,Heat Protectant Spray,Haircare,222.22,288.26,255.24,819
SKU-924,Night Repair Serum,Skincare,225.43,371.10,298.26,229
SKU-925,Volumizing Mascara,Cosmetics,424.35,705.29,564.82,742
SKU-926,Hydrating Moisturizer,Skincare,172.09,300.95,236.52,546
SKU-927,Argan Oil Conditioner,Haircare,174.78,295.55,235.17,718
SKU-928,Heat Protectant Spray,Haircare,297.82,442.32,370.07,835
SKU-929,Blush Palette,Cosmetics,186.97,305.30,246.14,3
SKU-930,Alcohol-Free Toner,Skincare,51.43,81.95,66.69,828
SKU-931,Hydrating Moisturizer,Skincare,488.07,613.70,550.88,146
SKU-932,Full Coverage Foundation,Cosmetics,458.27,626.12,542.19,287
SKU-933,Whole Wheat Bread,Food,35.66,61.10,48.38,991
SKU-934,Revitalizing Hair Serum,Haircare,488.43,680.46,584.45,459
SKU-935,Alcohol-Free Toner,Skincare,410.75,720.81,565.78,637
SKU-936,Matte Liquid Lipstick,Cosmetics,198.18,275.49,236.84,328
SKU-937,Bluetooth Speaker,Electronics,366.74,626.27,496.50,196
SKU-938,Heat Protectant Spray,Haircare,292.97,353.89,323.43,600
SKU-939,Basmati Rice,Food,331.80,410.28,371.04,97
SKU-940,Extra Virgin Olive Oil,Food,178.84,291.96,235.40,380
SKU-941,Hydrating Moisturizer,Skincare,157.73,189.50,173.62,808
SKU-942,Full Coverage Foundation,Cosmetics,241.62,287.78,264.70,725
SKU-943,Sunscreen SPF50,Skincare,304.14,457.52,380.83,135
SKU-944,Blush Palette,Cosmetics,418.59,722.69,570.64,508
SKU-945,Dry Shampoo,Haircare,123.94,214.81,169.38,784
SKU-946,Wireless Mouse,Electronics,66.95,101.94,84.44,654
SKU-947,Full Coverage Foundation,Cosmetics,349.63,457.46,403.54,8
SKU-948,Waterproof Eyeliner,Cosmetics,205.80,350.30,278.05,978
SKU-949,Revitalizing Hair Serum,Haircare,498.30,634.20,566.25,825
SKU-950,Dry Shampoo,Haircare,144.39,241.20,192.80,149
SKU-951,Hydrating Moisturizer,Skincare,177.03,311.21,244.12,860
SKU-952,Fresh Milk,Food,18.33,32.88,25.60,343
SKU-953,Whole Wheat Bread,Food,454.49,746.09,600.29,601
SKU-954,Revitalizing Hair Serum,Haircare,349.52,479.20,414.36,808
SKU-955,Extra Virgin Olive Oil,Food,165.14,239.63,202.38,564
SKU-956,Organic Apple,Food,427.99,482.63,455.31,264
SKU-957,Argan Oil Conditioner,Haircare,337.48,602.46,469.97,972
SKU-958,Waterproof Eyeliner,Cosmetics,227.93,389.03,308.48,962
SKU-959,Basmati Rice,Food,427.39,569.72,498.56,631
SKU-960,Extra Virgin Olive Oil,Food,231.10,263.21,247.15,753
SKU-961,Strengthening Shampoo,Haircare,88.53,122.54,105.54,896
SKU-962,Gentle Face Cleanser,Skincare,16.03,25.36,20.70,390
SKU-963,USB-C Charging Cable,Electronics,13.27,18.79,16.03,22
SKU-964,Night Repair Serum,Skincare,481.14,530.64,505.89,899
SKU-965,Extra Virgin Olive Oil,Food,202.36,257.44,229.90,791
SKU-966,Matte Liquid Lipstick,Cosmetics,465.29,837.24,651.26,951
SKU-967,Fresh Milk,Food,355.73,546.76,451.24,878
SKU-968,Waterproof Eyeliner,Cosmetics,357.14,642.40,499.77,376
SKU-969,Revitalizing Hair Serum,Haircare,164.58,249.33,206.96,824
SKU-970,Volumizing Mascara,Cosmetics,337.69,403.56,370.62,796
SKU-971,Organic Apple,Food,78.66,136.19,107.42,301
SKU-972,Fresh Milk,Food,323.93,434.99,379.46,571
SKU-973,Heat Protectant Spray,Haircare,263.58,309.28,286.43,653
SKU-974,Revitalizing Hair Serum,Haircare,222.48,299.81,261.14,288
SKU-975,LED 24-inch Monitor,Electronics,361.28,532.22,446.75,91
SKU-976,Strengthening Shampoo,Haircare,51.88,85.91,68.90,156
SKU-977,Bluetooth Speaker,Electronics,26.28,36.66,31.47,24
SKU-978,Sunscreen SPF50,Skincare,376.71,666.57,521.64,255
SKU-979,Revitalizing Hair Serum,Haircare,103.80,175.91,139.85,73
SKU-980,Dry Shampoo,Haircare,243.14,362.22,302.68,618
SKU-981,Wireless Mouse,Electronics,305.23,543.27,424.25,235
SKU-982,Gentle Face Cleanser,Skincare,309.44,386.27,347.86,203
SKU-983,USB-C Charging Cable,Electronics,70.70,81.04,75.87,170
SKU-984,Blush Palette,Cosmetics,173.19,310.16,241.68,654
SKU-985,Volumizing Mascara,Cosmetics,24.96,42.87,33.92,335
SKU-986,Strengthening Shampoo,Haircare,455.16,590.99,523.08,114
SKU-987,Gentle Face Cleanser,Skincare,233.98,412.44,323.21,40
SKU-988,Waterproof Eyeliner,Cosmetics,280.85,401.65,341.25,181
SKU-989,Blush Palette,Cosmetics,438.37,544.76,491.56,420
SKU-990,Volumizing Mascara,Cosmetics,397.78,591.24,494.51,12
SKU-991,Hydrating Moisturizer,Skincare,139.61,167.19,153.40,276
SKU-992,Gentle Face Cleanser,Skincare,124.45,145.20,134.82,444
SKU-993,Sunscreen SPF50,Skincare,465.17,664.20,564.69,747
SKU-994,Night Repair Serum,Skincare,148.06,184.47,166.26,272
SKU-995,Dry Shampoo,Haircare,187.03,247.15,217.09,753
SKU-996,Strengthening Shampoo,Haircare,217.08,359.49,288.29,788
SKU-997,Fresh Milk,Food,300.24,429.63,364.94,692
SKU-998,Heat Protectant Spray,Haircare,163.35,181.57,172.46,493
SKU-999,Revitalizing Hair Serum,Haircare,96.47,155.93,126.20,228
SKU-1000,Alcohol-Free Toner,Skincare,389.20,549.81,469.50,661
