Return_ID,Order_ID,Return_Reason,Return_Date,Returned_Qty,Selling_Price,Discount_%,Refund_Amount
RET-1947,ORD-6781,Wrong Item,2024-04-10,77,16.50,20%,914.76
RET-103,ORD-6791,Wrong Item,2024-12-31,95,696.80,10%,"53,618.76"
RET-532,ORD-6801,Late Delivery,2024-05-27,14,477.62,5%,"5,717.11"
RET-1541,ORD-6825,Late Delivery,2024-08-30,7,445.78,0%,"2,808.41"
RET-1460,ORD-6850,Wrong Item,2024-03-09,95,330.18,0%,"28,230.39"
RET-34,ORD-6865,Quality Issue,2024-05-17,75,81.21,5%,"5,207.59"
RET-1729,ORD-6892,Late Delivery,2024-09-06,38,410.74,5%,"13,344.94"
RET-1162,ORD-6910,Late Delivery,2024-09-15,30,394.84,10%,"9,594.61"
RET-58,ORD-6913,Quality Issue,2024-11-07,13,174.26,10%,"1,834.96"
RET-1744,ORD-6918,Quality Issue,2024-06-24,49,306.19,5%,"12,827.83"
RET-989,ORD-6925,Late Delivery,2024-03-24,52,509.18,0%,"23,829.62"
RET-1936,ORD-6928,Wrong Item,2024-03-30,44,57.82,5%,"2,175.19"
RET-357,ORD-6950,Quality Issue,2024-06-27,87,691.86,5%,"51,464.01"
RET-1558,ORD-6954,Damaged,2024-12-18,45,129.11,5%,"4,967.51"
RET-1911,ORD-6962,Damaged,2024-02-09,20,388.55,5%,"6,644.21"
RET-102,ORD-6978,Late Delivery,2024-04-21,3,773.12,10%,"1,878.68"
RET-451,ORD-6981,Wrong Item,2024-01-19,43,781.90,0%,"30,259.53"
RET-1969,ORD-6989,Quality Issue,2024-02-16,18,134.94,0%,"2,186.03"
RET-1159,ORD-6991,Quality Issue,2024-12-18,99,602.62,0%,"53,693.44"
RET-260,ORD-6995,Late Delivery,2024-04-22,43,265.42,0%,"10,271.75"
RET-1392,ORD-7014,Quality Issue,2024-12-31,62,738.09,5%,"39,126.15"
RET-1271,ORD-7037,Damaged,2024-09-04,49,584.51,10%,"23,199.20"
RET-1110,ORD-7044,Damaged,2024-02-12,27,603.55,0%,"14,666.27"
RET-1871,ORD-7048,Quality Issue,2024-12-22,86,526.60,5%,"38,720.90"
RET-1235,ORD-7055,Late Delivery,2024-02-08,72,509.18,0%,"32,994.86"
RET-567,ORD-7061,Quality Issue,2024-10-25,73,530.92,15%,"29,649.23"
RET-896,ORD-7067,Damaged,2024-02-29,6,380.39,5%,"1,951.40"
RET-894,ORD-7073,Quality Issue,2024-12-31,91,653.73,20%,"42,832.39"
RET-611,ORD-7078,Damaged,2024-09-08,14,424.64,15%,"4,547.89"
RET-626,ORD-7080,Late Delivery,2024-07-13,52,32.33,20%,"1,210.44"
RET-1012,ORD-7084,Late Delivery,2024-11-15,42,253.82,15%,"8,155.24"
RET-1779,ORD-7085,Quality Issue,2024-02-07,57,530.85,0%,"27,232.61"
RET-1257,ORD-7090,Quality Issue,2024-08-03,62,262.95,15%,"12,471.72"
RET-275,ORD-7095,Late Delivery,2024-10-05,14,43.91,5%,525.60
RET-1144,ORD-7100,Quality Issue,2024-02-07,22,107.78,5%,"2,027.34"
RET-1823,ORD-7139,Wrong Item,2024-06-11,31,180.53,15%,"4,281.27"
RET-411,ORD-7145,Damaged,2024-05-05,3,667.60,0%,"1,802.52"
RET-1571,ORD-7151,Quality Issue,2024-02-11,54,583.29,5%,"26,930.50"
RET-752,ORD-7163,Late Delivery,2024-11-17,76,760.21,20%,"41,598.69"
RET-113,ORD-7172,Wrong Item,2024-03-01,23,553.95,0%,"11,466.77"
RET-882,ORD-7198,Wrong Item,2024-12-28,62,431.80,20%,"19,275.55"
RET-1402,ORD-7203,Quality Issue,2024-12-06,80,335.43,5%,"22,943.41"
RET-1272,ORD-7211,Wrong Item,2024-08-10,27,174.26,5%,"4,022.79"
RET-255,ORD-7212,Wrong Item,2024-12-03,68,579.15,20%,"28,355.18"
RET-949,ORD-7217,Quality Issue,2024-02-26,93,53.57,15%,"3,811.24"
RET-576,ORD-7231,Late Delivery,2024-06-19,5,116.76,10%,472.88
RET-1302,ORD-7253,Wrong Item,2024-06-09,65,309.94,0%,"18,131.49"
RET-39,ORD-7256,Late Delivery,2024-12-31,66,437.70,15%,"22,099.47"
RET-1098,ORD-7260,Late Delivery,2024-12-09,2,424.64,0%,764.35
RET-628,ORD-7269,Damaged,2024-08-29,40,32.33,5%,"1,105.69"
RET-722,ORD-7279,Late Delivery,2024-05-31,14,260.94,10%,"2,959.06"
RET-1844,ORD-7280,Wrong Item,2024-04-02,93,681.58,15%,"48,491.01"
RET-1096,ORD-7291,Late Delivery,2024-09-08,77,137.70,10%,"8,588.35"
RET-663,ORD-7293,Quality Issue,2024-10-22,2,648.52,15%,992.24
RET-1346,ORD-7294,Wrong Item,2024-11-02,25,338.50,0%,"7,616.25"
RET-1555,ORD-7324,Late Delivery,2024-02-29,27,388.55,5%,"8,969.68"
RET-1043,ORD-7336,Wrong Item,2024-02-02,22,419.68,5%,"7,894.18"
RET-537,ORD-7363,Wrong Item,2024-07-08,35,229.15,0%,"7,218.23"
RET-704,ORD-7405,Wrong Item,2024-11-30,91,182.63,10%,"13,461.66"
RET-856,ORD-7411,Wrong Item,2024-11-05,50,519.71,5%,"22,217.60"
RET-122,ORD-7415,Quality Issue,2024-06-08,95,234.34,15%,"17,030.66"
RET-1809,ORD-7418,Wrong Item,2024-09-06,8,547.16,15%,"3,348.62"
RET-895,ORD-7444,Wrong Item,2024-11-09,65,306.19,10%,"16,120.90"
RET-419,ORD-7491,Quality Issue,2024-07-02,2,133.28,10%,215.91
RET-715,ORD-7500,Damaged,2024-10-26,72,608.18,5%,"37,439.56"
RET-62,ORD-7522,Wrong Item,2024-08-29,72,350.30,5%,"21,564.47"
RET-1800,ORD-7544,Wrong Item,2024-03-01,85,442.32,20%,"27,069.98"
RET-1254,ORD-7549,Wrong Item,2024-01-26,53,63.11,10%,"2,709.31"
RET-359,ORD-7560,Quality Issue,2024-10-06,47,258.36,15%,"9,289.33"
RET-1509,ORD-7602,Late Delivery,2024-11-25,1,431.80,0%,388.62
RET-1881,ORD-7609,Wrong Item,2024-06-11,7,715.75,15%,"3,832.84"
RET-352,ORD-7612,Wrong Item,2024-03-19,73,392.28,15%,"21,906.88"
RET-1247,ORD-7616,Quality Issue,2024-11-27,44,129.67,20%,"4,107.95"
RET-1219,ORD-7625,Damaged,2024-07-09,55,379.59,15%,"15,971.25"
RET-552,ORD-7628,Quality Issue,2024-10-27,16,142.90,10%,"1,851.98"
RET-288,ORD-7647,Damaged,2024-11-10,13,178.61,0%,"2,089.74"
RET-1456,ORD-7652,Damaged,2024-11-19,63,156.81,10%,"8,002.01"
RET-1207,ORD-7679,Late Delivery,2024-06-11,30,415.70,10%,"10,101.51"
RET-408,ORD-7682,Damaged,2024-02-12,20,503.04,10%,"8,149.25"
RET-1078,ORD-7693,Quality Issue,2024-08-29,10,234.77,15%,"1,795.99"
RET-1915,ORD-7696,Damaged,2024-12-31,100,415.70,15%,"31,801.05"
RET-280,ORD-7721,Late Delivery,2024-11-30,50,425.16,10%,"17,218.98"
RET-1569,ORD-7726,Quality Issue,2024-12-11,53,217.20,0%,"10,360.44"
RET-603,ORD-7736,Wrong Item,2024-07-15,15,370.46,10%,"4,501.09"
RET-370,ORD-7743,Wrong Item,2024-12-31,22,311.21,5%,"5,853.86"
RET-1062,ORD-7746,Wrong Item,2024-10-17,26,445.02,20%,"8,330.77"
RET-616,ORD-7754,Wrong Item,2024-03-25,18,796.39,10%,"11,611.37"
RET-466,ORD-7761,Wrong Item,2024-03-25,2,155.20,10%,251.42
RET-149,ORD-7762,Late Delivery,2024-10-28,65,295.55,20%,"13,831.74"
RET-641,ORD-7763,Late Delivery,2024-10-03,7,57.18,0%,360.23
RET-320,ORD-7771,Late Delivery,2024-03-22,96,175.91,10%,"13,678.76"
RET-1848,ORD-7772,Damaged,2024-11-03,57,56.83,15%,"2,478.07"
RET-936,ORD-7799,Quality Issue,2024-12-01,13,359.49,0%,"4,206.03"
RET-859,ORD-7822,Late Delivery,2024-07-10,26,516.59,15%,"10,274.98"
RET-1377,ORD-7828,Late Delivery,2024-04-08,25,394.76,15%,"7,549.79"
RET-1367,ORD-7833,Quality Issue,2024-08-16,55,94.82,5%,"4,458.91"
RET-1521,ORD-7839,Damaged,2024-07-01,22,467.04,20%,"7,397.91"
RET-1671,ORD-7877,Wrong Item,2024-09-27,48,170.96,20%,"5,908.38"
RET-316,ORD-7897,Late Delivery,2024-04-06,4,665.59,10%,"2,156.51"
RET-942,ORD-7898,Wrong Item,2024-10-11,5,549.81,0%,"2,474.15"
RET-1971,ORD-7902,Quality Issue,2024-06-22,42,112.45,5%,"4,038.08"
RET-1338,ORD-7930,Wrong Item,2024-08-16,28,350.30,10%,"7,944.80"
RET-92,ORD-7931,Damaged,2024-09-19,44,674.02,0%,"26,691.19"
RET-712,ORD-7938,Quality Issue,2024-02-15,69,595.63,5%,"35,139.19"
RET-597,ORD-7957,Wrong Item,2024-05-05,92,114.89,5%,"9,037.25"
RET-1232,ORD-7958,Quality Issue,2024-07-20,2,645.43,5%,"1,103.69"
RET-14,ORD-7963,Quality Issue,2024-04-12,16,146.87,5%,"2,009.18"
RET-1228,ORD-7971,Late Delivery,2024-10-09,52,702.65,15%,"27,951.42"
RET-1736,ORD-7972,Wrong Item,2024-10-01,13,269.38,0%,"3,151.75"
RET-781,ORD-7973,Damaged,2024-02-21,60,837.24,15%,"38,429.32"
RET-1999,ORD-7975,Wrong Item,2024-02-03,38,499.21,10%,"15,365.68"
RET-708,ORD-7998,Quality Issue,2024-07-30,27,315.04,0%,"7,655.47"
RET-885,ORD-8001,Damaged,2024-06-28,10,170.75,15%,"1,306.24"
RET-507,ORD-8010,Wrong Item,2024-06-27,8,44.28,0%,318.82
RET-265,ORD-8012,Quality Issue,2024-12-31,7,26.62,0%,167.71
RET-1550,ORD-8025,Damaged,2024-03-27,30,19.38,20%,418.61
RET-437,ORD-8032,Late Delivery,2024-09-24,59,327.81,20%,"13,925.37"
RET-378,ORD-8038,Quality Issue,2024-08-12,42,411.02,20%,"12,429.24"
RET-376,ORD-8042,Damaged,2024-12-31,82,142.90,5%,"10,018.72"
RET-1507,ORD-8046,Wrong Item,2024-12-31,35,487.24,5%,"14,580.66"
RET-1529,ORD-8047,Quality Issue,2024-10-28,41,482.63,5%,"16,918.59"
RET-1495,ORD-8058,Damaged,2024-10-18,10,595.63,5%,"5,092.64"
RET-661,ORD-8060,Late Delivery,2024-10-07,59,516.59,15%,"23,316.29"
RET-86,ORD-8083,Quality Issue,2024-12-15,92,590.99,20%,"39,147.18"
RET-1025,ORD-8104,Wrong Item,2024-06-26,43,118.45,5%,"4,354.81"
RET-1118,ORD-8108,Wrong Item,2024-07-23,28,81.04,10%,"1,837.99"
RET-1646,ORD-8117,Damaged,2024-02-03,71,447.28,15%,"24,294.01"
RET-447,ORD-8118,Quality Issue,2024-05-19,39,103.64,15%,"3,092.10"
RET-733,ORD-8129,Quality Issue,2024-04-28,97,839.80,0%,"73,314.54"
RET-204,ORD-8141,Damaged,2024-10-21,88,65.57,5%,"4,933.49"
RET-264,ORD-8145,Late Delivery,2024-09-09,30,650.77,5%,"16,692.25"
RET-1201,ORD-8150,Quality Issue,2024-08-15,35,520.55,20%,"13,117.86"
RET-1722,ORD-8154,Wrong Item,2024-12-31,76,341.37,10%,"21,014.74"
RET-1511,ORD-8155,Wrong Item,2024-02-20,91,79.48,15%,"5,533.00"
RET-1177,ORD-8157,Late Delivery,2024-10-31,38,249.33,20%,"6,821.67"
RET-1813,ORD-8160,Wrong Item,2024-04-16,21,275.28,10%,"4,682.51"
RET-11,ORD-8192,Late Delivery,2024-04-05,51,151.58,5%,"6,609.65"
RET-545,ORD-8201,Damaged,2024-08-12,28,240.12,5%,"5,748.47"
RET-317,ORD-8208,Damaged,2024-07-14,24,634.20,5%,"13,013.78"
RET-798,ORD-8209,Quality Issue,2024-12-09,18,55.29,10%,806.13
RET-1041,ORD-8211,Quality Issue,2024-03-10,8,383.35,15%,"2,346.10"
RET-1910,ORD-8212,Damaged,2024-12-29,3,358.18,15%,822.02
RET-997,ORD-8224,Damaged,2024-02-22,76,24.26,5%,"1,576.41"
RET-1937,ORD-8225,Late Delivery,2024-05-10,15,284.90,10%,"3,461.54"
RET-319,ORD-8238,Damaged,2024-11-03,21,51.04,20%,771.72
RET-1215,ORD-8240,Wrong Item,2024-06-18,88,310.32,15%,"20,890.74"
RET-565,ORD-8241,Wrong Item,2024-04-20,85,421.51,15%,"27,408.69"
RET-1466,ORD-8242,Quality Issue,2024-06-29,66,522.24,0%,"31,021.06"
RET-1269,ORD-8251,Quality Issue,2024-02-24,75,436.87,5%,"28,014.29"
RET-1820,ORD-8305,Damaged,2024-08-01,59,149.77,10%,"7,157.51"
RET-1762,ORD-8308,Damaged,2024-12-07,68,119.68,0%,"7,324.42"
RET-1923,ORD-8328,Damaged,2024-08-09,59,373.88,10%,"17,867.73"
RET-1628,ORD-8336,Wrong Item,2024-10-18,61,645.43,0%,"35,434.11"
RET-1752,ORD-8337,Late Delivery,2024-11-19,60,602.62,20%,"26,033.18"
RET-755,ORD-8340,Late Delivery,2024-02-09,85,465.09,0%,"35,579.39"
RET-440,ORD-8365,Late Delivery,2024-06-25,53,249.07,15%,"10,098.54"
RET-697,ORD-8366,Damaged,2024-04-09,96,470.22,10%,"36,564.31"
RET-1411,ORD-8367,Wrong Item,2024-10-12,87,815.03,15%,"54,244.32"
RET-1131,ORD-8372,Late Delivery,2024-12-13,48,477.62,0%,"20,633.18"
RET-1115,ORD-8376,Wrong Item,2024-11-08,15,261.51,5%,"3,353.87"
RET-268,ORD-8386,Wrong Item,2024-04-09,28,379.53,10%,"8,607.74"
RET-129,ORD-8390,Late Delivery,2024-03-07,61,115.88,5%,"6,043.72"
RET-863,ORD-8406,Quality Issue,2024-08-16,15,611.10,5%,"7,837.36"
RET-1001,ORD-8419,Quality Issue,2024-07-15,41,265.80,5%,"9,317.62"
RET-1295,ORD-8439,Damaged,2024-03-13,17,185.65,0%,"2,840.45"
RET-742,ORD-8442,Wrong Item,2024-02-12,44,203.57,5%,"7,658.30"
RET-584,ORD-8447,Wrong Item,2024-07-19,94,464.28,20%,"31,422.47"
RET-1310,ORD-8460,Quality Issue,2024-04-04,60,595.98,5%,"30,573.77"
RET-278,ORD-8468,Late Delivery,2024-08-31,48,54.44,5%,"2,234.22"
RET-473,ORD-8472,Late Delivery,2024-11-09,11,257.37,15%,"2,165.77"
RET-1621,ORD-8481,Quality Issue,2024-09-24,14,401.62,5%,"4,807.39"
RET-187,ORD-8493,Damaged,2024-05-11,10,785.24,0%,"7,067.16"
RET-484,ORD-8497,Wrong Item,2024-03-15,80,425.63,10%,"27,580.82"
RET-1992,ORD-8499,Quality Issue,2024-02-19,35,178.61,15%,"4,782.28"
RET-1780,ORD-8505,Wrong Item,2024-10-18,34,738.09,20%,"18,068.44"
RET-1663,ORD-8517,Quality Issue,2024-08-05,22,646.69,0%,"12,804.46"
RET-1045,ORD-8528,Wrong Item,2024-05-09,19,553.95,15%,"8,051.66"
RET-623,ORD-8529,Damaged,2024-10-01,40,133.78,0%,"4,816.08"
RET-70,ORD-8537,Late Delivery,2024-03-21,5,572.24,5%,"2,446.33"
RET-485,ORD-8547,Late Delivery,2024-04-08,97,200.33,10%,"15,739.93"
RET-1588,ORD-8556,Damaged,2024-12-31,96,436.87,10%,"33,971.01"
RET-1355,ORD-8563,Wrong Item,2024-05-31,14,511.36,15%,"5,476.67"
RET-1986,ORD-8566,Late Delivery,2024-02-21,66,394.76,10%,"21,103.87"
RET-274,ORD-8568,Quality Issue,2024-04-21,77,601.32,15%,"35,420.75"
RET-256,ORD-8582,Late Delivery,2024-12-31,4,88.10,15%,269.59
RET-35,ORD-8585,Quality Issue,2024-10-27,80,424.75,10%,"27,523.80"
RET-696,ORD-8589,Wrong Item,2024-03-22,54,362.22,5%,"16,723.70"
RET-1808,ORD-8605,Damaged,2024-09-29,77,254.03,0%,"17,604.28"
RET-1191,ORD-8615,Damaged,2024-05-28,58,259.45,0%,"13,543.29"
RET-1324,ORD-8620,Late Delivery,2024-05-23,56,253.96,0%,"12,799.58"
RET-824,ORD-8633,Quality Issue,2024-11-03,53,342.70,5%,"15,529.45"
RET-1647,ORD-8645,Wrong Item,2024-07-10,7,111.58,5%,667.81
RET-867,ORD-8653,Late Delivery,2024-02-17,52,275.49,5%,"12,248.29"
RET-958,ORD-8661,Wrong Item,2024-08-22,82,244.94,5%,"17,172.74"
RET-1603,ORD-8662,Wrong Item,2024-07-03,2,702.17,0%,"1,263.91"
RET-1395,ORD-8668,Damaged,2024-09-08,16,462.97,15%,"5,666.75"
RET-1852,ORD-8669,Late Delivery,2024-11-13,76,68.77,5%,"4,468.67"
RET-182,ORD-8672,Quality Issue,2024-09-24,16,326.11,5%,"4,461.18"
RET-91,ORD-8678,Late Delivery,2024-05-10,37,296.95,0%,"9,888.44"
RET-1914,ORD-8681,Late Delivery,2024-09-17,100,235.79,10%,"19,098.99"
RET-294,ORD-8697,Wrong Item,2024-08-27,55,167.19,5%,"7,862.11"
RET-753,ORD-8711,Damaged,2024-12-04,43,93.38,5%,"3,433.12"
RET-145,ORD-8715,Damaged,2024-11-29,7,586.10,10%,"3,323.19"
RET-1707,ORD-8739,Quality Issue,2024-12-31,16,474.29,20%,"5,463.82"
RET-672,ORD-8750,Late Delivery,2024-03-11,24,370.46,5%,"7,601.84"
RET-1831,ORD-8753,Wrong Item,2024-10-19,12,198.54,5%,"2,037.02"
RET-4,ORD-8754,Quality Issue,2024-08-10,70,557.32,0%,"35,111.16"
RET-1939,ORD-8760,Quality Issue,2024-03-18,2,356.14,10%,576.95
RET-1787,ORD-8761,Wrong Item,2024-12-28,13,330.66,0%,"3,868.72"
RET-1920,ORD-8774,Late Delivery,2024-05-21,1,315.04,20%,226.83
RET-1996,ORD-8786,Late Delivery,2024-02-26,3,194.57,5%,499.07
RET-1962,ORD-8803,Wrong Item,2024-11-23,25,178.61,10%,"3,616.85"
RET-1927,ORD-8813,Wrong Item,2024-10-13,46,270.29,20%,"8,952.00"
RET-172,ORD-8816,Quality Issue,2024-02-27,63,18.79,10%,958.85
RET-276,ORD-8823,Quality Issue,2024-04-28,97,14.91,5%,"1,236.56"
RET-325,ORD-8834,Wrong Item,2024-03-22,68,39.68,10%,"2,185.57"
RET-202,ORD-8847,Damaged,2024-04-18,57,113.86,15%,"4,964.87"
RET-495,ORD-8851,Wrong Item,2024-05-16,29,743.59,20%,"15,526.16"
RET-1644,ORD-8852,Wrong Item,2024-12-01,15,618.22,0%,"8,345.97"
RET-1130,ORD-8854,Late Delivery,2024-06-10,12,364.91,20%,"3,152.82"
RET-1928,ORD-8859,Quality Issue,2024-02-04,62,267.17,20%,"11,926.47"
RET-1568,ORD-8866,Late Delivery,2024-12-23,52,43.91,20%,"1,643.99"
RET-629,ORD-8868,Wrong Item,2024-10-01,56,404.99,10%,"18,370.35"
RET-1239,ORD-8871,Quality Issue,2024-08-31,24,241.20,5%,"4,949.42"
RET-853,ORD-8885,Late Delivery,2024-12-16,48,194.03,10%,"7,543.89"
RET-1097,ORD-8897,Wrong Item,2024-02-02,100,401.65,20%,"28,918.80"
RET-1488,ORD-8899,Late Delivery,2024-12-09,27,268.07,0%,"6,514.10"
RET-846,ORD-8910,Damaged,2024-02-18,98,231.62,15%,"17,364.55"
RET-800,ORD-8919,Wrong Item,2024-04-23,65,625.33,15%,"31,094.53"
RET-350,ORD-8928,Late Delivery,2024-07-01,43,404.99,10%,"14,105.80"
RET-1680,ORD-8938,Damaged,2024-12-25,30,261.46,10%,"6,353.48"
RET-1126,ORD-8942,Quality Issue,2024-09-22,74,458.58,5%,"29,014.36"
RET-732,ORD-8956,Quality Issue,2024-12-28,11,426.42,20%,"3,377.25"
RET-98,ORD-8980,Quality Issue,2024-05-30,5,520.71,5%,"2,226.04"
RET-1940,ORD-8981,Quality Issue,2024-12-31,99,401.65,5%,"33,997.66"
RET-987,ORD-8982,Damaged,2024-05-17,44,482.63,0%,"19,112.15"
RET-107,ORD-8983,Quality Issue,2024-10-03,44,63.11,20%,"1,999.32"
RET-331,ORD-8988,Quality Issue,2024-12-31,82,231.62,5%,"16,238.88"
RET-858,ORD-8989,Late Delivery,2024-05-06,6,137.37,5%,704.71
RET-891,ORD-8991,Late Delivery,2024-03-28,92,494.91,15%,"34,831.77"
RET-1658,ORD-9000,Quality Issue,2024-09-18,29,548.35,5%,"13,596.34"
RET-1150,ORD-9002,Damaged,2024-05-16,41,562.52,20%,"16,605.59"
RET-1008,ORD-9035,Quality Issue,2024-04-12,31,338.50,0%,"9,444.15"
RET-1838,ORD-9038,Quality Issue,2024-08-06,48,184.47,5%,"7,570.65"
RET-1484,ORD-9041,Quality Issue,2024-06-23,7,859.61,0%,"5,415.54"
RET-95,ORD-9059,Quality Issue,2024-10-30,58,99.78,0%,"5,208.52"
RET-1103,ORD-9070,Wrong Item,2024-10-23,61,129.67,10%,"6,406.99"
RET-1123,ORD-9085,Late Delivery,2024-09-25,46,157.91,15%,"5,556.85"
RET-1610,ORD-9092,Damaged,2024-05-15,16,256.68,15%,"3,141.76"
RET-1087,ORD-9095,Late Delivery,2024-06-09,80,301.25,10%,"19,521.00"
RET-143,ORD-9106,Late Delivery,2024-11-27,16,618.22,5%,"8,457.25"
RET-467,ORD-9132,Quality Issue,2024-05-23,95,854.81,15%,"62,123.32"
RET-1633,ORD-9143,Wrong Item,2024-12-05,88,336.97,10%,"24,019.22"
RET-29,ORD-9153,Late Delivery,2024-12-18,17,44.28,5%,643.61
RET-373,ORD-9154,Wrong Item,2024-06-20,97,263.89,5%,"21,885.72"
RET-1837,ORD-9158,Late Delivery,2024-12-31,50,601.03,15%,"22,989.40"
RET-778,ORD-9161,Quality Issue,2024-05-13,44,268.24,10%,"9,560.07"
RET-1434,ORD-9172,Wrong Item,2024-09-25,70,172.25,10%,"9,766.58"
RET-1141,ORD-9173,Late Delivery,2024-07-12,61,635.20,5%,"33,128.86"
RET-617,ORD-9178,Late Delivery,2024-11-29,85,32.88,5%,"2,389.55"
RET-1119,ORD-9179,Quality Issue,2024-03-18,48,74.78,0%,"3,230.50"
RET-449,ORD-9201,Late Delivery,2024-08-29,21,724.70,15%,"11,642.31"
RET-1223,ORD-9210,Damaged,2024-11-28,31,522.24,0%,"14,570.50"
RET-566,ORD-9215,Wrong Item,2024-11-30,69,555.06,0%,"34,469.23"
RET-794,ORD-9248,Quality Issue,2024-08-03,93,608.27,10%,"45,820.98"
RET-1387,ORD-9278,Quality Issue,2024-03-03,24,544.38,0%,"11,758.61"
RET-459,ORD-9283,Wrong Item,2024-11-14,25,594.58,10%,"12,040.25"
RET-1952,ORD-9304,Wrong Item,2024-12-31,35,790.05,10%,"22,397.92"
RET-195,ORD-9315,Late Delivery,2024-12-31,86,411.51,5%,"30,258.33"
RET-330,ORD-9327,Late Delivery,2024-12-31,57,562.52,20%,"23,085.82"
RET-99,ORD-9345,Quality Issue,2024-09-07,16,424.64,5%,"5,809.08"
RET-1543,ORD-9348,Damaged,2024-06-09,42,257.37,0%,"9,728.59"
RET-1955,ORD-9365,Late Delivery,2024-06-19,92,634.20,20%,"42,009.41"
RET-147,ORD-9375,Quality Issue,2024-03-23,73,441.17,10%,"26,086.38"
RET-821,ORD-9384,Wrong Item,2024-10-20,69,666.57,20%,"33,115.20"
RET-1598,ORD-9427,Late Delivery,2024-12-31,36,671.44,5%,"20,666.92"
RET-450,ORD-9433,Quality Issue,2024-11-29,7,345.43,5%,"2,067.40"
RET-785,ORD-9438,Wrong Item,2024-08-24,33,331.27,15%,"8,362.91"
RET-952,ORD-9444,Wrong Item,2024-05-30,55,184.90,10%,"8,237.30"
RET-825,ORD-9453,Late Delivery,2024-09-30,81,53.12,15%,"3,291.58"
RET-1175,ORD-9458,Wrong Item,2024-12-04,59,374.55,5%,"18,894.17"
RET-1288,ORD-9460,Late Delivery,2024-11-28,3,766.17,20%,"1,654.93"
RET-1834,ORD-9461,Wrong Item,2024-08-12,53,214.78,0%,"10,245.01"
RET-443,ORD-9467,Quality Issue,2024-02-28,44,463.65,20%,"14,688.43"
RET-1482,ORD-9472,Late Delivery,2024-11-08,46,379.59,15%,"13,357.77"
RET-435,ORD-9478,Late Delivery,2024-05-09,12,173.13,5%,"1,776.31"
RET-888,ORD-9493,Quality Issue,2024-07-12,54,609.14,10%,"26,643.78"
RET-1260,ORD-9505,Wrong Item,2024-04-13,1,77.70,5%,66.43
RET-1672,ORD-9508,Damaged,2024-09-29,3,720.81,5%,"1,848.88"
RET-1889,ORD-9512,Quality Issue,2024-11-10,73,15.49,15%,865.04
RET-886,ORD-9518,Damaged,2024-06-04,100,511.34,0%,"46,020.60"
RET-476,ORD-9522,Quality Issue,2024-07-04,22,637.49,0%,"12,622.30"
RET-1799,ORD-9553,Late Delivery,2024-09-10,6,826.92,0%,"4,465.37"
RET-709,ORD-9556,Quality Issue,2024-02-13,85,373.50,0%,"28,572.75"
RET-830,ORD-9580,Damaged,2024-07-01,49,440.90,10%,"17,499.32"
RET-893,ORD-9581,Late Delivery,2024-12-22,51,681.58,15%,"26,591.84"
RET-1234,ORD-9597,Damaged,2024-08-29,4,694.01,0%,"2,498.44"
RET-1021,ORD-9625,Quality Issue,2024-06-28,77,487.55,0%,"33,787.22"
RET-1514,ORD-9629,Wrong Item,2024-06-08,89,163.40,5%,"12,433.92"
RET-1785,ORD-9632,Damaged,2024-12-31,46,274.05,20%,"9,076.54"
RET-1698,ORD-9649,Wrong Item,2024-12-19,77,640.37,20%,"35,502.11"
RET-1315,ORD-9662,Quality Issue,2024-07-13,61,454.10,15%,"21,190.58"
RET-666,ORD-9690,Wrong Item,2024-05-07,5,595.63,20%,"2,144.27"
RET-448,ORD-9693,Damaged,2024-09-20,47,377.69,0%,"15,976.29"
RET-1877,ORD-9721,Quality Issue,2024-12-18,20,595.22,0%,"10,713.96"
RET-1885,ORD-9731,Wrong Item,2024-06-20,44,104.96,15%,"3,532.95"
RET-587,ORD-9744,Late Delivery,2024-06-05,88,256.72,15%,"17,282.39"
RET-424,ORD-9762,Quality Issue,2024-10-05,26,601.32,10%,"12,663.80"
RET-1132,ORD-9787,Wrong Item,2024-02-17,51,707.02,15%,"27,584.39"
RET-675,ORD-9795,Late Delivery,2024-12-31,16,514.80,0%,"7,413.12"
RET-1845,ORD-9797,Quality Issue,2024-02-15,28,551.59,0%,"13,900.07"
RET-638,ORD-9806,Late Delivery,2024-03-25,29,330.38,0%,"8,622.92"
RET-1300,ORD-9816,Damaged,2024-05-19,44,291.80,10%,"10,399.75"
RET-1067,ORD-9817,Late Delivery,2024-12-06,5,650.49,15%,"2,488.12"
RET-589,ORD-9820,Late Delivery,2024-09-16,5,650.77,20%,"2,342.77"
RET-1079,ORD-9821,Wrong Item,2024-05-26,18,82.78,10%,"1,206.93"
RET-1137,ORD-9827,Quality Issue,2024-05-18,62,411.92,0%,"22,985.14"
RET-843,ORD-9829,Quality Issue,2024-03-30,20,566.65,0%,"10,199.70"
RET-27,ORD-9830,Damaged,2024-04-26,42,568.30,0%,"21,481.74"
RET-1564,ORD-9846,Late Delivery,2024-05-17,63,40.36,10%,"2,059.57"
RET-607,ORD-9847,Quality Issue,2024-03-03,48,99.78,10%,"3,879.45"
RET-1156,ORD-9860,Wrong Item,2024-02-25,34,268.24,15%,"6,976.92"
RET-1893,ORD-9881,Late Delivery,2024-02-09,7,142.73,10%,809.28
RET-1742,ORD-9885,Quality Issue,2024-04-10,45,282.01,20%,"9,137.12"
RET-980,ORD-9886,Quality Issue,2024-09-15,35,425.16,0%,"13,392.54"
